text_id,en,da,nl,sv,no,el,it,de,es,fr,et,ja
senior_visit,Make sure somebody else visits you DAILY if your caregiver cannot do it,Make sure somebody else visits you DAILY if your caregiver cannot do it,Zorg ervoor dat iemand u dagelijks bezoekt als uw zorgverlener hier niet toe in staat is,Se till att någon besöker dig varje dag ifall din vårdgivare inte har möjlighet till det.,Make sure somebody else visits you DAILY if your caregiver cannot do it,Βεβαιωθείτε ότι κάποιος άλλος σας επισκέπτεται ΚΑΘΗΜΕΡΙΝΑ εάν ο φροντιστής σας δεν μπορεί να το κάνει,Assicurati che qualcun altro ti visiti GIORNALMENTE se il tuo caregiver non può farlo,Make sure somebody else visits you DAILY if your caregiver cannot do it,Asegúrate de que alguien te visie DIARIAMENTE si tu cuidador no puede hacerlo,Assurez-vous que quelqu'un vous rende visite TOUS LES JOURS si votre aidant/gardien ne le peut pas,Make sure somebody else visits you DAILY if your caregiver cannot do it,Make sure somebody else visits you DAILY if your caregiver cannot do it
senior_keep_cool,"Keep yourself cool using ice packs, wraps, wet towels, wet sponges, foot baths etc.","Keep yourself cool, using ice packs, wraps, wet towels, wet sponges, foot baths etc.","Houdt uzelf koel, gebruik ijs, natte handdoeken, sponsen, voetbaden etc.","Håll dig sval, använd ispaket, blöta handdukar, blöta svampar, fotbad etc.","Keep yourself cool, using ice packs, wraps, wet towels, wet sponges, foot baths etc.","Κρατήστε τον εαυτό σας δροσερό, χρησιμοποιώντας παγοκύστες, βρεγμένες πετσέτες, βρεγμένα σφουγγάρια, λουτρά ποδιών κ.λπ.","Mantieniti fresco, usando impacchi di ghiaccio, impacchi, asciugamani bagnati, spugne bagnate, pediluvi, ecc.","Keep yourself cool, using ice packs, wraps, wet towels, wet sponges, foot baths etc.","Mantente fresco usando bolsas de hielo, toallas mojadas, esponjas mojadas, baños de pies, etc.","Rafraîchissez-vous en utilisant des poches de glace, des serviettes humides, des éponges humides, des bains de pieds, etc.","Keep yourself cool, using ice packs, wraps, wet towels, wet sponges, foot baths etc.","Keep yourself cool, using ice packs, wraps, wet towels, wet sponges, foot baths etc."
children_general_heat,"Pay special attention to young children, especially in the heat. Young children are more vulnerable because they are less able to lose their heat and do not adjust their behaviour by themselves.","Pay special attention to young children, especially in the heat. Young children are more vulnerable because they are less able to lose their heat and do not adjust their behavior by themselves. Most guidelines therefore contain recommendations for hot days.","Let extra op jonge kinderen, voornamelijk in de hitte. Jonge kinderen zijn kwetsbaarder in de hitte doordat ze hun warmte minder goed kwijt kunnen en hun gedrag zelf niet aanpassen.","Var extra uppmärksam med små barn, speciellt i hetta. Yngre barn är mer sårbara då de är mindre effektiva på att kyla ner sig och anpassar inte själva sin aktivitet. De flesta vägledningar innehåller därför rekommendationer för varma dagar.","Pay special attention to young children, especially in the heat. Young children are more vulnerable because they are less able to lose their heat and do not adjust their behavior by themselves. Most guidelines therefore contain recommendations for hot days.","Δώστε ιδιαίτερη προσοχή στα μικρά παιδιά, ειδικά στη ζέστη. Τα μικρά παιδιά είναι πιο ευάλωτα επειδή είναι λιγότερο ικανά να αποβάλουν θερμότητα και δεν προσαρμόζουν τη συμπεριφορά τους μόνα τους. Επομένως, οι περισσότερες οδηγίες περιέχουν οδηγίες για ζεστές μέρες.","Presta particolare attenzione ai bambini piccoli, soprattutto quando fa caldo. I bambini piccoli sono più vulnerabili perché sono meno in grado di perdere il calore e non adattano il loro comportamento da soli. La maggior parte delle linee guida contiene quindi raccomandazioni per le giornate calde.","Pay special attention to young children, especially in the heat. Young children are more vulnerable because they are less able to lose their heat and do not adjust their behavior by themselves. Most guidelines therefore contain recommendations for hot days.","Presta especial atención a los infantes pequeños, especialmente cuando hace calor. Los infantes son más vulnerables porque son menos capaces de perder el calor y no ajustan su comportamiento por sí mismos. Por tanto, la mayoría de las guías contienen recomendaciones para los días calurosos.","Portez une attention particulière aux jeunes enfants, surtout par temps chaud. Les enfants en bas âge sont plus vulnérables car ils ont une capacité de déperdition de chaleur moindre et ne sont pas capables d'adapter leur comportement par eux-mêmes.","Pay special attention to young children, especially in the heat. Young children are more vulnerable because they are less able to lose their heat and do not adjust their behavior by themselves. Most guidelines therefore contain recommendations for hot days.","Pay special attention to young children, especially in the heat. Young children are more vulnerable because they are less able to lose their heat and do not adjust their behavior by themselves. Most guidelines therefore contain recommendations for hot days."
children_drink,"Offer the children a drink often, preferably water. It is important that the children drink before they get thirsty. Therefore, keep an eye on whether the children drink enough.","Offer the children a drink often, preferably water. It is important to drink before the children get thirsty. Therefore, keep an eye on whether the children drink enough.","Bied kinderen vaak drinken aan, bij voorkeur water. Het is belangrijk dat ze drinken voordat ze dorst krijgen, let er daarom op of ze voldoende drinken","Erbjud barnen att dricka ofta, helst vatten. Det är viktigt att dricka innan barnen blir törstiga. Se därför atill att barnen dricker tillräckligt.","Offer the children a drink often, preferably water. It is important to drink before the children get thirsty. Therefore, keep an eye on whether the children drink enough.","Προσφέρετε στα παιδιά ένα ποτό συχνά, κατά προτίμηση νερό. Είναι σημαντικό τα παιδιά να πίνουν πριν διψάσουν. Επομένως, προσέξτε εάν τα παιδιά πίνουν αρκετά υγρά.","Offri spesso da bere ai bambini, preferibilmente acqua. È importante bere prima che i bambini abbiano sete. Pertanto, tieni d'occhio se i bambini bevono abbastanza.","Offer the children a drink often, preferably water. It is important to drink before the children get thirsty. Therefore, keep an eye on whether the children drink enough.","Ofrece con frecuencia bebidas a los infantes, preferiblemente agua. Es importante beber antes de sentir sed. Por lo tanto, vigile si infantes beben lo suficiente.","Offrez souvent à boire aux enfants, de préférence de l'eau. Il est important pour les enfants de boire avant d'avoir soif. Par conséquent, surveillez si les enfants boivent suffisamment.","Offer the children a drink often, preferably water. It is important to drink before the children get thirsty. Therefore, keep an eye on whether the children drink enough.","Offer the children a drink often, preferably water. It is important to drink before the children get thirsty. Therefore, keep an eye on whether the children drink enough."
children_activity,"Do not plan intensive exercise activities, adjust the rules of the game if necessary. Find a cool spot in or around the building. Sometimes it is more pleasant to stay inside than outside.","Do not plan intensive exercise activities, adjust the game. Find a cool spot in or around the building. Sometimes it is more pleasant to stay inside than outside.","Plan geen intensieve activiteiten, pas het spel aan. Vind een koele in of om het gebouw. Soms is het binnen aangenamer dan buiten.","Planera inte intensiva aktiviteter, justera lekar. Hitta svala platser i eller runtom byggnader. Ibland är det behagligare inomhus än utomhus.","Do not plan intensive exercise activities, adjust the game. Find a cool spot in or around the building. Sometimes it is more pleasant to stay inside than outside.","Μην προγραμματίζετε έντονες δραστηριότητες άσκησης, προσαρμόστε το παιχνίδι. Βρείτε ένα δροσερό σημείο μέσα ή γύρω από το κτίριο. Μερικές φορές είναι πιο ευχάριστο να μένετε σε εσωτερικό χώρο.","Non pianificare attività di esercizio intenso, regola gli esercizi. Trova un posto fresco all'interno o intorno all'edificio. A volte è più piacevole stare dentro che fuori.","Do not plan intensive exercise activities, adjust the game. Find a cool spot in or around the building. Sometimes it is more pleasant to stay inside than outside.","No planees actividades de ejercicio intensivo, ajusta las reglas del juego si es necesario. Encuentra un lugar fresco dentro o alrededor del edificio. A veces es más agradable quedarse adentro que afuera.","Ne planifiez pas d'exercices physiques ou jeux intensifs, adapter les règles de jeu si nécessaires. Trouvez un endroit frais à l'intérieur ou autour du bâtiment. Il est parfois plus agréable de rester à l'intérieur qu'à l'extérieur.","Do not plan intensive exercise activities, adjust the game. Find a cool spot in or around the building. Sometimes it is more pleasant to stay inside than outside.","Do not plan intensive exercise activities, adjust the game. Find a cool spot in or around the building. Sometimes it is more pleasant to stay inside than outside."
children_sun,Do not let children play in the sun for too long and apply sunscreen with a high protection factor.,Do not let children play in the sun for too long and apply sunscreen with a high protection factor.,Laat kinderen niet te lang in de zon spelen en smeer zonnebrand met een hoge beschermingsfactor.,Låt inte barnen leka för länge i solen och smörj med solkräm med hög solskyddsfaktor.,Do not let children play in the sun for too long and apply sunscreen with a high protection factor.,Μην αφήνετε τα παιδιά να παίζουν στον ήλιο για πολύ ώρα και εφαρμόστε αντηλιακό με υψηλό δείκτη προστασίας.,Non lasciare che i bambini giochino al sole troppo a lungo e applica una crema solare ad alto fattore di protezione.,Do not let children play in the sun for too long and apply sunscreen with a high protection factor.,No permitas que los infantes jueguen al sol por mucho tiempo y aplícales protector solar con alto factor de protección. ,Ne laissez pas les enfants jouer sous le soleil trop longtemps et appliquez leur de la crème solaire à indice de protection élevé.,Do not let children play in the sun for too long and apply sunscreen with a high protection factor.,Do not let children play in the sun for too long and apply sunscreen with a high protection factor.
children_water,Cool down with water games and swimming pools. Place the pool in the shade and make sure there is always supervision. Change the water every day.,Cool down with water games and swimming pools. Place it in the shade and make sure there is always supervision. Change the water every day.,Laat de kinderen afkoelen met water spelletjes en zwembadjes. Plaats het in de scahduw en zorg ervoor dat er altijd toezicht wordt gehouden. Ververs het water elke dag,Kyl ned med vattenlek och pooler. Placera dem i skuggan och se till att alltid ha tillsyn. Byt vatten varje dag.,Cool down with water games and swimming pools. Place it in the shade and make sure there is always supervision. Change the water every day.,Δροσιστείτε χρησιμοποιώντας παιχνίδια με νερό και πισίνες. Τοποθετήστε τα στη σκιά και βεβαιωθείτε ότι υπάρχει πάντα επίβλεψη. Αλλάζετε το νερό κάθε μέρα.,Rinfrescatevi con giochi d'acqua e piscine. Metti la piscina all'ombra e assicurati che ci sia sempre un supervisore. Cambia l'acqua ogni giorno.,Cool down with water games and swimming pools. Place it in the shade and make sure there is always supervision. Change the water every day.,Refréscalos con juegos acuáticos y piscinas. Colócalos a la sombra y asegúrese de que siempre haya supervisión. Cambia el agua todos los días.,Diminuez température corporelle avec des jeux d'eau ou une piscine. Placez la piscine à l'ombre et assurez-vous qu'il y a toujours quelqu'un pour la surveiller. Changez l'eau quotidiennement.,Cool down with water games and swimming pools. Place it in the shade and make sure there is always supervision. Change the water every day.,Cool down with water games and swimming pools. Place it in the shade and make sure there is always supervision. Change the water every day.
children_fruit,"To make sure the little ones drink enough. You can, for example, add extra water to milk products. Food with a lot of moisture, such as fresh fruit (melon) and vegetables (cucumber, tomato) can also be offered to ingest extra fluids.","To make the little ones drink enough, you can, for example, add extra water to the milk products. Food with a lot of moisture, such as fresh fruit (melon) and vegetables (cucumber, tomato).","Om ervoor te zorgen dat de kleine kinderen genoeg drinken kan er extra water aan de melk toegevoegd worden. Ook kan er voedsel met veel vocht, zoals vers fruit (meloen) of groentes (komkommer, tomaten) aangeboden worden.","För att få de minsta att dricka tillräckligt kan du t.ex. späda ut mjölkprodukter med vatten. Servera mat med mycket vätska, t.ex. färsk frukt (melon) och grönsaker (gurka, tomat).","To make the little ones drink enough, you can, for example, add extra water to the milk products. Food with a lot of moisture, such as fresh fruit (melon) and vegetables (cucumber, tomato).","Για να κάνετε τα μικρά παιδιά να πίνουν αρκετά, μπορείτε, για παράδειγμα, να προσθέσετε επιπλέον νερό στα γαλακτοκομικά προϊόντα. Όπως επίσης, τρόφιμα με μεγάλη ποσότητα νερού, όπως φρέσκα φρούτα (πεπόνι) και λαχανικά (αγγούρι, ντομάτα).","Per far bere a sufficienza i più piccoli, puoi, ad esempio, aggiungere acqua in più ai prodotti caseari. Alimenti con molta umidità, come frutta fresca (melone) e verdura (cetriolo, pomodoro).","To make the little ones drink enough, you can, for example, add extra water to the milk products. Food with a lot of moisture, such as fresh fruit (melon) and vegetables (cucumber, tomato).","Para que los más pequeños beban lo suficiente, puedes, por ejemplo, añadir agua extra a los productos lácteos. Alimentos con mucha humedad, como frutas frescas (melón) y verduras (pepino, tomate).","Assurez-vous que les plus petits boivent suffisamment. Vous pouvez, par exemple, ajouter de l'eau aux produits laitiers. Les aliments riches en eau, comme les fruits frais (melon) et les légumes (concombre, tomate) peuvent aussi être offerts pour augmenter l'ingestion de liquide.","To make the little ones drink enough, you can, for example, add extra water to the milk products. Food with a lot of moisture, such as fresh fruit (melon) and vegetables (cucumber, tomato).","To make the little ones drink enough, you can, for example, add extra water to the milk products. Food with a lot of moisture, such as fresh fruit (melon) and vegetables (cucumber, tomato)."
children_sleep,Let children sleep with a singlet (with diaper) under a sheet.,Let children sleep with a singlet (with diaper) under a sheet.,Laat kinderen slapen in een hempje (en luier) onder een laken.,Låt barnen sova i linne och blöja under ett lakan.,Let children sleep with a singlet (with diaper) under a sheet.,Αφήστε τα παιδιά να κοιμούνται με ένα μπλουζάκι (με πάνα) κάτω από ένα σεντόνι.,Lascia che i bambini dormano con una canottiera (con pannolino) sotto un lenzuolo.,Let children sleep with a singlet (with diaper) under a sheet.,Deja que los infantes duerman con una camiseta (con pañal) debajo de una sábana.,Laissez les enfants dormir avec un débardeur (avec couche) sous un drap.,Let children sleep with a singlet (with diaper) under a sheet.,Let children sleep with a singlet (with diaper) under a sheet.
str_perception_cold_more,You might be more sensitive to cold.,You might be more sensitive to cold.,U bent wellicht gevoeliger voor de kou,Du kan vara mer känslig för kyla.,You might be more sensitive to cold.,Μπορεί να είστε πιο ευαίσθητοι στο κρύο.,Dovresti essere molto più sensibile al freddo.,You might be more sensitive to cold.,Puede que seas más sensible al frío.,Vous être peut-être plus sensible au froid.,You might be more sensitive to cold.,You might be more sensitive to cold.
str_perception_heat_more,You might be more sensitive to heat.,You might be more sensitive to heat.,U bent wellicht gevoeliger voor de hitte,Du kan vara mer känslig för värme.,You might be more sensitive to heat.,Μπορεί να είστε πιο ευαίσθητοι στη ζέστη,Dovresti essere molto più sensibile al caldo,You might be more sensitive to heat.,Puede que seas más sensible al calor,Vous être peut-être plus sensible à la chaleur.,You might be more sensitive to heat.,You might be more sensitive to heat.
str_perception_cold_less,You might be less sensitive to cold.,You might be less sensitive to cold.,U bent wellicht minder gevoelig voor de kou,Du kan vara mindre känslig för kyla.,You might be less sensitive to cold.,Μπορεί να είστε λιγότερο ευαίσθητοι στο κρύο.,Dovresti essere meno sensibile al freddo.,You might be less sensitive to cold.,Puede que seas menos sensible al frío.,Vous être peut-être moins sensible au froid.,You might be less sensitive to cold.,You might be less sensitive to cold.
str_perception_heat_less,You might be less sensitive to heat.,You might be less sensitive to heat.,U bent wellicht minder gevoelig voor de hitte,Du kan vara mindre känslig för värme.,You might be less sensitive to heat.,Μπορεί να είστε λιγότερο ευαίσθητοι στη ζέστη.,Dovresti essere meno sensibile al caldo.,You might be less sensitive to heat.,Puede que seas menos sensible al calor.,Vous être peut-être moins sensible à la chaleur.,You might be less sensitive to heat.,You might be less sensitive to heat.
str_feedback_app_link,You can provide feedback on ClimApp by completing a short questionnaire using the following link:,You can provide feedback on the app by filling in a Google Forms Questionnaire using the following link:,You can provide feedback on the app by filling in a Google Forms Questionnaire using the following link:,Du kan ge feedback om appen genom att fylla i en Google Forms enkät via följande länk:,You can provide feedback on the app by filling in a Google Forms Questionnaire using the following link:,Μπορείτε να δώσετε σχόλια για την εφαρμογή συμπληρώνοντας ένα ερωτηματολόγιο χρησιμοποιώντας τον ακόλουθο σύνδεσμο:,"Se puoi, lasciaci un feedback sull'app compilando il questionario su Google Forms usando il seguente link:",You can provide feedback on the app by filling in a Google Forms Questionnaire using the following link:,Puedes proporcionar comentarios sobre la aplicación completando un cuestionario de Google Forms mediante el siguiente enlace:,Vous pouvez nous faire part de vos commentaires sur l'application en remplissant un questionnaire court à l'aide du lien suivant :,You can provide feedback on the app by filling in a Google Forms Questionnaire using the following link:,You can provide feedback on the app by filling in a Google Forms Questionnaire using the following link:
str_research_consent,"In order to participate in research, a researcher may need your ClimApp ID. If you give your ClimApp ID to the researcher you consent that your data can be used for research purposes. Please consult your contact person for more details.",for at forbedre (den forskningsmæssige) kvalitet beder vi om lov til at gemme din ClipApp id (bliver anonymiseret og kun brugt til forskningsmæssigt brug),"Om mee te doen met onderzoek kan een onderzoeker je ClimApp ID nodig hebben. Door het ClimApp ID aan de onderzoeker te geven stem je in met het gebruik van je data voor onderzoeksdoeleinden. Individuele data zullen nooit gepubliceerd worden.
  Voor meer vragen kun je bij je contactpersoon terecht.",För att delta i forskning kan en forskare behöva ditt ClimApp ID. Ifall du ger ditt ClimApp ID till forskaren så godkänner du att din data kan användas för forskningsändamål. Vänligen konsultera din kontaktperson för fler detaljer.,"For å delta i forskning, kan en forsker ha bruk for ClimApp-ID'et ditt. Hvis du gjir ClimApp-ID'et ditt til en forsker, godtar du at dataene dine blir brukt til forskningsformål. Vær vennlig å ta kontakt til kontaktpersonen din, for å høre mere.","Για να συμμετάσχει στην έρευνα, ένας ερευνητής μπορεί να χρειαστεί την ταυτότητα του ClimApp σας. Εάν δώσετε την ταυτότητα (ID) του ClimApp στον ερευνητή, συναινείτε ότι τα δεδομένα σας μπορούν να χρησιμοποιηθούν για ερευνητικούς σκοπούς. Συμβουλευτείτε τον υπεύθυνο επικοινωνίας σας για περισσότερες λεπτομέρειες.","Per poter partecipare alla ricerca, un ricercatore potrebbe aver bisogno del tuo ClimApp ID. Se fornisci il tuo ClimApp ID al ricercatore, acconsenti all’utilizzo dei tuoi dati per fini di ricerca. Per favore, consulta il tuo contatto per maggiori dettagli.","Eine Forscherin oder ein Forscher benötigt möglicherweise Ihre ClimApp ID um an der Forschung teilnehmen zu können. Wenn Sie der Forscherin oder dem Forscher Ihre ClimApp ID übergeben, stimmen Sie zu, dass Ihre Daten für Forschungszwecke angewendet werden können. Kontaktieren Sie bitte Ihre Kontaktperson, um weitere Informationen zu erhalten.","Para participar en la investigación, un investigador puede necesitar tu ClimApp ID. Si le das tu ID de ClimApp al investigador, aceptas que tus datos se puedan utilizar para fines de investigación. Por favor, consulta a tu persona de contacto para más detalles.","Si vous consentez à ce que vos données soient utilisées à des fins de recherche, votre identifiant ClimApp sera accessible à l'ensemble de l'équipe de recherche. Veuillez consulter votre point de contact pour plus de détails.","In order to participate in research, a researcher may need your ClimApp ID. If you give your ClimApp ID to the researcher you consent that your data can be used for research purposes. Please consult your contact person for more details.",for at forbedre (den forskningsmæssige) kvalitet beder vi om lov til at gemme din ClipApp id (bliver anonymiseret og kun brugt til forskningsmæssigt brug)
str_climapp_legend,"The ClimApp index shows when you can expect issues with cold (negative values, cyan to dark blue area), or with heat (positive values, yellow to red area).","The ClimApp index shows when you can expect issues with cold (negative values, cyan to dark blue area), or with heat (positive values, yellow to red area).","De ClimApp index geeft een indicatie wanneer je problemen met kou (negatieve waarden, blauwe vlakken) of met hitte (positieve waarden, geel tot rode vlakken).","ClimApps index visar när du kan förvänta dig problem med kyla (negativa värden, blågröna till blåa området) eller värme (positiva värden, gula till röda området).","The ClimApp index shows when you can expect issues with cold (negative values, cyan to dark blue area), or with heat (positive values, yellow to red area).","Ο δείκτης ClimApp δείχνει πότε μπορείτε να αναμένετε προβλήματα με το κρύο (αρνητικές τιμές, κυανό έως σκούρα μπλε περιοχή) ή με τη ζέστη (θετικές τιμές, κίτρινη έως κόκκινη περιοχή).","L'indice ClimApp mostra quando ci si possono aspettare problemi con il freddo (valori negativi, area da ciano a blu scuro) o con il caldo (valori positivi, area da gialla a rossa).","The ClimApp index shows when you can expect issues with cold (negative values, cyan to dark blue area), or with heat (positive values, yellow to red area).","El índice ClimApp muestra cuándo puedes esperar problemas con el frío (valores negativos, área de cian a azul oscuro) o con el calor (valores positivos, área de amarillo a rojo).","L'indice ClimApp vous indique quand vous pouvez vous attendre à des problèmes liés au froid (valeurs négatives, zone cyan à bleu foncé) ou à des problèmes liés à la chaleur (valeurs positives, zone jaune à rouge).","The ClimApp index shows when you can expect issues with cold (negative values, cyan to dark blue area), or with heat (positive values, yellow to red area).","The ClimApp index shows when you can expect issues with cold (negative values, cyan to dark blue area), or with heat (positive values, yellow to red area)."
str_ireq_legend,"Cold line - estimates cold risk based on ISO11079 IREQ, clothing and activity. The cold line can also give an indication of potential heat stress because of overdressing in cool environments - but does not take into account cooling by sweat.","Cold line - estimates cold risk based on ISO11079 IREQ, clothing and activity. The cold line can also give an indication of potential heat strain because of overdressing in cool environments - but does not take into account cooling by sweat.","Koude lijn - schat kouderisico gebaseerd op ISO11079 IREQ, kleding en activiteit. De koude lijn kan ook een indicatie geven van hitte risico's door het dragen van teveel kleding - maar neemt hiervoor niet het koelende effect van zweten mee.","Kyllinje - uppskattar kylrisk baserat på ISO11079 IREQ, kläder och aktivitet. Kyllinjen kan också ge en indikation för potentiell värme stress på grund av för mycket kläder i kalla miljöer - men tar inte hänsyn till kylning på grund av svett. ","Cold line - estimates cold risk based on ISO11079 IREQ, clothing and activity. The cold line can also give an indication of potential heat strain because of overdressing in cool environments - but does not take into account cooling by sweat.","Γραμμή κρύου - εκτιμά τον κίνδυνο κρύου με βάση το ISO11079 IREQ, τα ρούχα και τη δραστηριότητα. Η γραμμή κρύου μπορεί επίσης να δώσει μια ένδειξη για πιθανή θερμική καταπόνηση λόγω χρήσης πολλών ρούχων σε δροσερά περιβάλλοντα - αλλά δεν λαμβάνει υπόψη τη ψύξη από τον ιδρώτα.","Linea del freddo: stima il rischio di freddo in base a ISO11079 IREQ, abbigliamento e attività. La linea del freddo può anche dare un'indicazione del potenziale stress termico dovuto a un abbigliamento eccessivo in ambienti freschi, ma non tiene conto del raffreddamento dovuto al sudore.","Cold line - estimates cold risk based on ISO11079 IREQ, clothing and activity. The cold line can also give an indication of potential heat strain because of overdressing in cool environments - but does not take into account cooling by sweat.","Línea fría: estima el riesgo de frío según ISO11079 IREQ, ropa y actividad. La línea fría también puede dar una indicación potencial estrés térmico por calor debido al exceso de ropa en ambientes fríos, pero no tiene en cuenta el enfriamiento por el sudor.","Ligne bleue (froid) - Estime les risques liés au froid en fonction de l'IREQ (ISO11079), des vêtements portés et de l'activité physique. La courbe peut aussi donner une indication de stress hyperthermique en cas de protection vestimentaire trop élevée dans des environnements froids - mais elle ne tient pas compte du refroidissement par la sueur.","Cold line - estimates cold risk based on ISO11079 IREQ, clothing and activity. The cold line can also give an indication of potential heat strain because of overdressing in cool environments - but does not take into account cooling by sweat.","Cold line - estimates cold risk based on ISO11079 IREQ, clothing and activity. The cold line can also give an indication of potential heat strain because of overdressing in cool environments - but does not take into account cooling by sweat."
str_wbgt_legend,"Heat line - estimates heat risk based on ISO7243 WBGT, clothing, activity and heat acclimatisation status","Heat line - estimates heat risk based on ISO7243 WBGT, clothing, activity and heat  acclimatisation status","Hitte lijn - schat hitterisico gebaseerd op ISO7243 WBGT, kleding, activiteit en hitte acclimatisatiestatus","Värmelinje - uppskattar värmerisk baserat på ISO7243 WBGT, kläder, aktivitet och värmeacklimatiseringsstatus.","Heat line - estimates heat risk based on ISO7243 WBGT, clothing, activity and heat  acclimatisation status","Γραμμή ζέστης - εκτιμά τον κίνδυνο θερμότητας με βάση το ISO7243 WBGT, τα ρούχα, τη δραστηριότητα και την κατάσταση εγκλιματισμού.","Linea calore: stima il rischio da calore in base a ISO7243 WBGT, abbigliamento, attività e stato di adattamento al calore","Heat line - estimates heat risk based on ISO7243 WBGT, clothing, activity and heat  acclimatisation status","Línea de calor- estima el riesgo de calor según la norma ISO7243 WBGT, la ropa, la actividad y el estado de aclimatación al calor.","Ligne rouge (chaleur) - Estime les risques liés à la chaleur en fonction de la WBGT (ISO7243), des vêtements portés, de l'activité physique et du niveau d'acclimatation à la chaleur","Heat line - estimates heat risk based on ISO7243 WBGT, clothing, activity and heat  acclimatisation status","Heat line - estimates heat risk based on ISO7243 WBGT, clothing, activity and heat  acclimatisation status"
str_show_helper_lines,Show more,Show more,Toon meer,Visa mer,Show more,Δείτε περισσότερα,Mostra di più,Show more,Mostrar más,Afficher plus,Show more,Show more
str_hide_helper_lines,Show less,Show less,Toon minder,Visa mindre,Show less,Δείτε λιγότερα,Mostra di meno,Show less,Mostrar menos,Afficher moins,Show less,Show less
str_climapp_rule_explanation,"The ClimApp index is defined to follow the blue line, unless the red line indicates potential heat stress.","The ClimApp index is defined to follow the blue line, unless the red line indicates potential heat stress.",De ClimApp index volgt de blauwe lijn tenzij de rode lijn hitterisico's aangeeft,ClimApps index är definerat att följa den kyllinjen om inte den värmelinjen indikerar värmestress.,"The ClimApp index is defined to follow the blue line, unless the red line indicates potential heat stress.","Ο δείκτης ClimApp ορίζεται για να ακολουθεί την μπλε γραμμή, εκτός εάν η κόκκινη γραμμή υποδεικνύει πιθανή θερμική καταπόνηση.","L'indice ClimApp è definito per seguire la linea blu, a meno che la linea rossa non indichi un potenziale stress termico.","The ClimApp index is defined to follow the blue line, unless the red line indicates potential heat stress.","El índice ClimApp está definido para seguir la línea azul, a menos que la línea roja indique un posible estrés por calor.","L'indice ClimApp est défini pour suivre la ligne bleue, à moins que la ligne rouge n'indique un potentiel stress hyperthermique.","The ClimApp index is defined to follow the blue line, unless the red line indicates potential heat stress.","The ClimApp index is defined to follow the blue line, unless the red line indicates potential heat stress."
str_how_to_use,How to use ClimApp,How to use the app,How to use the app,Hur du använder appen,How to use the app,Πώς να χρησιμοποιήσετε την εφαρμογή,Come usare l'app,How to use the app,Cómo usar la aplicación,Comment utiliser ClimApp,How to use the app,How to use the app
